profile,b_over_M,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason
bottom,5.064156928214,0.2283012800425045,0.21677708094275855,0.011524199099745957,0.0,2,horizon
bottom,5.066076794658,0.22923710770800843,0.2168545958799748,0.012382511828033639,0.0,2,horizon
bottom,5.067996661102,0.2301986638764168,0.21693164908011003,0.01326701479630677,0.0,2,horizon
bottom,5.069916527546,0.23118549666172306,0.21700823988611723,0.014177256775605829,0.0,2,horizon
bottom,5.07183639399,0.23219715893520074,0.21708436764140707,0.015112791293793677,0.0,2,horizon
bottom,5.073756260434,0.23323320824203098,0.21716003168986395,0.01607317655216702,0.0,2,horizon
bottom,5.075676126878,0.23429320671841083,0.21723523137586423,0.017057975342546598,0.0,2,horizon
bottom,5.077595993322,0.23537672100911625,0.21730996604429317,0.018066754964823066,0.0,2,horizon
bottom,5.078464106845,0.23587426329172104,0.2173436062626442,0.01853065702907682,0.0,2,horizon
bottom,5.079515859766,0.23648332218548,0.21738423504056248,0.019099087144917513,0.0,2,horizon
bottom,5.08143572621,0.2376125856641666,0.21745803771062855,0.020154547953538056,0.0,2,horizon
bottom,5.083355592654,0.2387640911244038,0.21753137340100978,0.021232717723394027,0.0,2,horizon
bottom,5.085275459098,0.2399374224293749,0.21760424145880503,0.022333180970569882,0.0,2,horizon
bottom,5.087195325543,0.24113216754440603,0.21767664123174935,0.023455526312656672,0.0,2,horizon
bottom,5.089115191987,0.24234791845478695,0.21774857206808193,0.024599346386705023,0.0,2,horizon
bottom,5.091035058431,0.243584271089264,0.21782003331679076,0.025764237772473234,0.0,2,horizon
bottom,5.092954924875,0.24484082523762418,0.21789102432748034,0.02694980091014386,0.0,2,horizon
bottom,5.094874791319,0.2461171844715363,0.2179615444504288,0.0281556400211075,0.0,2,horizon
bottom,5.096794657763,0.2474129560649127,0.21803159303660644,0.029381363028306278,0.0,2,horizon
bottom,5.098714524207,0.24872775091435745,0.21810116943769517,0.03062658147666227,0.0,2,horizon
bottom,5.100166944908,0.2497348257839785,0.21815349137142465,0.031581334412553834,0.0,2,horizon
bottom,5.100634390651,0.2500611834596772,0.21817027300610795,0.031890910453569246,0.0,2,horizon
bottom,5.102554257095,0.2514128716044165,0.21823890309500824,0.03317396850940826,0.0,2,horizon
bottom,5.104474123539,0.2527824366363691,0.21830705905833014,0.03447537757803895,0.0,2,horizon
bottom,5.106393989983,0.25416950314804154,0.21837474025079845,0.0357947628972431,0.0,2,horizon
bottom,5.108313856427,0.255573698957013,0.21844194602794761,0.037131752929065356,0.0,2,horizon
bottom,5.110233722871,0.2569946550261626,0.218508675746143,0.038485979280019574,0.0,2,horizon
bottom,5.112153589316,0.25843200538447236,0.21857492876263576,0.03985707662183659,0.0,2,horizon
bottom,5.11407345576,0.25988538704384867,0.21864070443544528,0.04124468260840337,0.0,2,horizon
bottom,5.115993322204,0.261354439923171,0.2187060021235865,0.042648437799584445,0.0,2,horizon
bottom,5.117913188648,0.26283880676455457,0.2187708211869543,0.04406798557760026,0.0,2,horizon
bottom,5.119833055092,0.26433813305298104,0.21883516098637698,0.04550297206660408,0.0,2,horizon
bottom,5.121752921536,0.2658520669347759,0.2188990208836392,0.04695304605113671,0.0,2,horizon
bottom,5.121869782972,0.2659446833123316,0.21890289249892877,0.04704179081340284,0.0,2,horizon
bottom,5.12367278798,0.2673802591356313,0.21896240024150304,0.04841785889412827,0.0,2,horizon
bottom,5.125592654424,0.2689223628781145,0.21902529842372911,0.04989706445438536,0.0,2,horizon
bottom,5.127512520868,0.27047803379862034,0.21908771479509942,0.05139031900352091,0.0,2,horizon
bottom,5.129432387312,0.2720469298636969,0.21914964872143833,0.05289728114225856,0.0,2,horizon
bottom,5.131352253756,0.2736287112857061,0.21921109956963478,0.054417611716071304,0.0,2,horizon
bottom,5.1332721202,0.27522304043798584,0.21927206670766583,0.05595097373032001,0.0,2,horizon
bottom,5.135191986644,0.2768295817681458,0.21933254950461736,0.057497032263528466,0.0,2,horizon
bottom,5.137111853088,0.27844800171246237,0.21939254733070834,0.05905545438175401,0.0,2,horizon
bottom,5.139031719533,0.2800779686084093,0.21945205955734384,0.060625909051065414,0.0,2,horizon
bottom,5.140951585977,0.28171915260277525,0.21951108555701385,0.0622080670457614,0.0,2,horizon
bottom,5.142871452421,0.283371225567075,0.21956962470350375,0.06380160086357124,0.0,2,horizon
bottom,5.143572621035,0.2839772417492934,0.21959088272220356,0.06438635902708982,0.0,2,horizon
bottom,5.144791318865,0.2850338610033324,0.21962767637179245,0.06540618463153997,0.0,2,horizon
bottom,5.146711185309,0.286706733952912,0.21968523993810754,0.06702149401480449,0.0,2,horizon
bottom,5.148631051753,0.2883895209032113,0.21974231477994835,0.06864720612326296,0.0,2,horizon
bottom,5.150550918197,0.29008189969300047,0.21979890027611107,0.07028299941688941,0.0,2,horizon
bottom,5.152470784641,0.2917835494163141,0.219854995806712,0.07192855360960214,0.0,2,horizon
bottom,5.154390651085,0.2934941503248145,0.21991060075321153,0.07358354957160297,0.0,2,horizon
bottom,5.156152422707,0.29507149191053317,0.21996119463280736,0.07511029727772583,0.0,2,horizon
bottom,5.156310517529,0.2952133837285349,0.21996571449843993,0.07524766923009493,0.0,2,horizon
bottom,5.157246746509,0.2960548090256562,0.21999241253324742,0.07606239649240876,0.0,2,horizon
bottom,5.158230383973,0.2969409318949098,0.2200203364266207,0.07692059546828908,0.0,2,horizon
bottom,5.158311131697,0.2970137683784669,0.22002262298519365,0.07699114539327323,0.0,2,horizon
bottom,5.159346397333,0.2979488472794176,0.2200518617279837,0.07789698555143394,0.0,2,horizon
bottom,5.160150250417,0.29867647794599583,0.22007446592339588,0.07860201202259993,0.0,2,horizon
bottom,5.160353340074,0.29886052438319327,0.22008016309009293,0.07878036129310034,0.0,2,horizon
bottom,5.16133273478,0.299749278524586,0.22010756005031043,0.07964171847427554,0.0,2,horizon
bottom,5.162070116861,0.30041970575378285,0.22012810237585104,0.08029160337793181,0.0,2,horizon
bottom,5.162285335112,0.30061558768204294,0.2201340842962559,0.08048150338578706,0.0,2,horizon
bottom,5.163211874113,0.3014599280514222,0.2201597662801643,0.0813001617712579,0.0,2,horizon
bottom,5.163989983306,0.3021702998344058,0.22018124517256774,0.08198905466183806,0.0,2,horizon
bottom,5.164113064773,0.3022827732206481,0.22018463527208315,0.08209813794856498,0.0,2,horizon
